key,title,年,週,週開始日,週終了日,期間増加PV,期間増加スキ,期間増加コメント,累計PV,累計コメント,PVランク,スキランク,コメントランク,集計日
n0c480bad63b5,【閑話休題】流白浪燦星（ルパン三世）の歌舞伎を観た話,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,280,8,114,37,9,2026-03-29
n0ddc6bef7e33,🌙今日のねんころラボ：制作＆勉強の日🎨📘,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,444,39,114,37,9,2026-03-29
n194329c6ccae,【伝え方】アサーションがうまくいかないときのNGパターン😇,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,250,11,114,37,9,2026-03-29
n1c31935fa215,【㊗️6週連続】コングラボードありがとう…！AIと走り続けた1ヶ月半、みんなのおかげで「奇跡じゃなく必然」になった話🌸,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,435,38,114,37,9,2026-03-29
n274407008c47,🌸今日のゆる日記：Wi-Fiが息絶えたので、優雅に早退した話🤣,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,477,18,114,37,9,2026-03-29
n29de4f9ed1e7,今日はゆるく、おやすみ投稿です,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,477,16,114,37,9,2026-03-29
n2cc2630d0ca4,【仮報告】現時点で10週連続コングラ＆7冠でした🤭✨,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,500,0,114,37,9,2026-03-29
n2d7aaad525dc,最近ふと気づいたこと。伸びる人は“好奇心にそっと手を伸ばす”だけだった,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,574,32,114,37,9,2026-03-29
n2d9d5ef04a27,☕ねんころ的・ご縁に感謝のクリエイターさん紹介【後半編】💐,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,572,31,114,37,9,2026-03-29
n2fc24298cb93,12週連続コングラ＆今週は4冠！ズボラでも続いたnote運用の話,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,402,22,114,37,9,2026-03-29
n303da3a6de16,🌸またコングラボードもらっちゃいました！🌳✨,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,558,46,114,37,9,2026-03-29
n313d249dc26c,特例子会社で“違和感”を感じた私が、自分らしさを取り戻した話,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,411,4,114,37,9,2026-03-29
n340ffe1b0913,💖気づけば3万ビュー！？数字よりも“つながり”が宝物だった話🌸,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,622,52,114,37,9,2026-03-29
n3cded883d648,タグ＆タイトル錬成GPTs Ver3.5アップデート｜一言アドバイス機能を追加しました,2026,2026-W13,2026-03-23,2026-03-29,1,1,0,355,10,114,19,9,2026-03-29
n442c8caef6ca,今日は“ゆるっと”インプットDAY。9週連続コングラありがとう…！🥹💗,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,530,18,114,37,9,2026-03-29
n454ae571ae8a,🎉またまた #漫画 タグで1位⁉️✨漫画描いてないのに……漫画タグ1位、再び🤣,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,536,28,114,37,9,2026-03-29
n4dfc808c560e,スキンケアさぼり魔が「20代に見られた」方法ほぼ全部,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,225,0,114,37,9,2026-03-29
n5089ec4e0ff1,note3ヶ月の成長ログ｜AI×創作×毎日投稿で積み上がった数字と変化をまとめてみた／AI創作／Midjourney／GPTs／毎日投稿／note振り返り／成長ログ,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,503,31,114,37,9,2026-03-29
n57f8445f7be0,noteを100日以上毎日投稿して気づいた、続けるためのシンプルな考え方,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,474,27,114,37,9,2026-03-29
n58123d1e9ec3,レベル1で999ブラック企業ダンジョンに放り込まれたら？ ― 環境型うつの話,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,322,0,114,37,9,2026-03-29
n59d060fa68b7,コングラ報告が次々と…！明日、ねんころ式GPTの最新アップデートを公開します🌸,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,532,26,114,37,9,2026-03-29
n5d8102d60edc,🌸数字がしんどくなったら思い出してほしい。「生きてるだけで優勝」という真実。,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,548,29,114,37,9,2026-03-29
n5d98120890f5,新年あけましておめでとうございます🎍✨,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,616,37,114,37,9,2026-03-29
n62558890fc55,【心理学】「自分を綺麗にする」は最強の自己投資だった話　自己肯定感・美容・幸福度・メンタルケア・快楽適応,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,498,26,114,37,9,2026-03-29
n62bb9d9fde44,【ver3.0完成】ねんころ式 タイトル＆タグ錬成GPT、メンシプ限定公開します,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,575,4,114,37,9,2026-03-29
n636d0d9a5ba5,傷病手当金を実際に受給してわかった流れと落とし穴,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,217,0,114,37,9,2026-03-29
n6374df8ec31d,更新をおやすみした日と、「取れました！」の報告に救われた話☺️,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,410,20,114,37,9,2026-03-29
n6a88d2ccde14,Pollo AIを使ってみた正直レビュー｜動画初心者でも美麗動画が作れた話,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,531,24,114,37,9,2026-03-29
n732f2b177df4,💬言葉って、信頼をつなぐ魔法だと思う🌸,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,546,38,114,37,9,2026-03-29
n7331b2bfd683,💎コングラボードありがとう🌸タグ検証で見えた“日記×お題タグ”の相性✨,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,659,37,114,37,9,2026-03-29
n7aafed9c4d00,【Pollo AI】でバレンタイン向け短尺CMを作ってみた〜個人・小さなお店でも【現実的にできるか】を検証〜,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,417,18,114,37,9,2026-03-29
n7d09ee3e335e,ゆるクリエイターのまだ起動しない日,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,569,19,114,37,9,2026-03-29
n7e83bf6d71e7,行動型でもうつになる｜“出来ない”と言えなかったブラックIT企業の現実,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,169,5,114,37,9,2026-03-29
n847eee3222e2,💬 スキ活・コメ活は裏切らない！ noteで繋がるコツ🌸,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,647,46,114,37,9,2026-03-29
n85a33de5ce95,ハロウィン仮装コンテスト🎃参加してみた！,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,420,20,114,37,9,2026-03-29
n87199d1ffbc2,7週連続コングラの全て：AI育成術・バナナAI珍事件・タグ戦略・読者との関係性で起きた“ねんころ式noteの勝ちパターン”,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,575,28,114,37,9,2026-03-29
n8c80f6198e20,【うつでも資格取得】AIパスポートは面白すぎて即読破した話（図解付き）,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,324,2,114,37,9,2026-03-29
n8ce8eccd1d69,【告白】今日はネタがありません。助けてください🤣,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,416,20,114,37,9,2026-03-29
n929dfb334fd7,メンバーシップ15人突破＆14週連続コングラ｜仕組みがちゃんと機能している話,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,478,24,114,37,9,2026-03-29
n9357d842b2df,知ってるだけで quietly 得する。小さな“ん？”が未来を変える話🌸,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,555,22,114,37,9,2026-03-29
n96648fb44669,ねんころのロードマップ①🌱 はじまり期：うつから、オレオと再出発、note発信まで,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,637,40,114,37,9,2026-03-29
n980a8bdb8820,【障害者雇用】配慮されやすい人の“やる気の見せ方”,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,349,5,114,37,9,2026-03-29
n9b036c673f71,【ご報告】9週連続コングラ獲得！今回は3冠でした🎉,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,619,29,114,37,9,2026-03-29
n9ccfa215bc3b,🎉またまたコングラきました🤣✨でもタグが違うんだよぉぉぉ！！,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,554,41,114,37,9,2026-03-29
na11692bdb2d6,荒れてたけど、ウエル活で0円会計できたから今日は勝ちです🤣,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,552,17,114,37,9,2026-03-29
na37423ed4e1a,医者にカウンセラー求めすぎ問題😇,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,270,10,114,37,9,2026-03-29
na466477b4792,うつで布団から出られなかった私が、犬を迎えて社会復帰した話【中編】〜止まっていた時間が、また動き出した日〜,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,132,0,114,37,9,2026-03-29
nad9615f0d2ea,🌸【最新版】ねんころ、自己紹介アップデートします,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,805,30,114,37,9,2026-03-29
nb6e58e9255db,今日はHPゼロでした🤣 ゆるっと休むクリエイターの日記,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,515,18,114,37,9,2026-03-29
nb9660643db9c,専門用語禁止！“わかりやすく伝える”だけで人間関係がラクになる話（オチつき）,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,219,9,114,37,9,2026-03-29
nba2dfae0c0c5,🌸今日もコングラありがとう！５週連続に感謝🌸,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,476,40,114,37,9,2026-03-29
nba905015e124,コングラ11週連続4冠でした🌸あとクリスマスイブですね〜,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,432,30,114,37,9,2026-03-29
nbc5559a48878,8週連続コングラ達成！AI×タグ戦略で「合計7冠」「通常タグ2冠」まで取れた理由,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,616,33,114,37,9,2026-03-29
nc19c3aac78b0,【就労移行支援所の選び方】スキル爆上がり型とマイペース型、通ってみて分かったリアル体験談,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,341,2,114,37,9,2026-03-29
nc2ecc034c5e3,🎉コングラ５つ目！？ねんころ、まさかの快進撃週間🤣🌸,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,457,37,114,37,9,2026-03-29
nc3075c9edf6b,🌞5日連続早起き達成！…の反動でくたくたday💦,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,614,55,114,37,9,2026-03-29
nc5ab70b7de43,「ズボラでも肌キレイって言われる理由は…メイクでした🤣」〜崩れないベースメイク”完全ガイド💄〜,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,127,0,114,37,9,2026-03-29
nc627b4c7ddd5,🌞ギバーの森効果で三日連続早起き成功🌸,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,575,43,114,37,9,2026-03-29
nc695794d0923,🌸【無料配布】【ver2.1】ねんころ式タイトル＆タグ錬成GPT｜強いお題タグ × 人気通常タグ × SEOタイトルまで全部できる「note運用特化AI」,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,1187,45,114,37,9,2026-03-29
nc72a62cf94cc,タイトル＆タグ錬成GPTs無料公開終了のお知らせ｜12/31 22時クローズ予定,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,478,22,114,37,9,2026-03-29
nce1b9f704fd5,【予告】ロジ勘ARCANAが大型アップデート！挿絵追加と深掘り解説で“自己理解の精度”が向上します,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,509,10,114,37,9,2026-03-29
ncea204c48460,【実録】ASDぽい兄と暮らして学んだ「相性の壁」と自立への決意,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,186,0,114,37,9,2026-03-29
nd940efeb7bd3,💎信頼はコピーできない、って話。,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,637,66,114,37,9,2026-03-29
ne0fac2fd5553,【珍事件】AI本人が「自分の名前はバナナだ」と知って崩れ落ちた日。〜Nano Banana Pro騒動で発覚した、AIの可愛すぎる正体〜,2026,2026-W13,2026-03-23,2026-03-29,1,1,0,623,36,114,19,9,2026-03-29
ne4111bc9474f,10週連続コングラ＆7冠｜軽めの記事でも評価された理由とGPTsの効果,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,643,32,114,37,9,2026-03-29
ne56592f0cab3,🧙‍♀️ロジ勘アルカナ制作秘話【AI×デザインの試行錯誤の記録】,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,409,23,114,37,9,2026-03-29
ne872184f86a9,💖【感謝の気持ちを込めて】出会えてよかったクリエイターさんたち🌸その１,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,526,22,114,37,9,2026-03-29
nf142c55eb771,予定通り動けなくてもOK｜インプットデーに切り替えた、ゆる充実な1日,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,520,18,114,37,9,2026-03-29
nf24a96e3028f,20歳で二重整形に投資したら、自己肯定感も自由時間も爆上がりした話,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,102,0,114,37,9,2026-03-29
nf4d6b609faba,うつで布団から出られなかった私が、犬を迎えて社会復帰した話【前編】,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,184,2,114,37,9,2026-03-29
nf7366e28f287,【特例子会社リアル】“空気を読む努力”で信頼を得たASDの同僚,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,268,4,114,37,9,2026-03-29
nf7e036467571,🌸今日はロジ勘漬け！頭フル回転の半日でした🤣,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,480,33,114,37,9,2026-03-29
nf85422914ece,【伝え方】アサーション応用編。Iメッセ×DESC×数字で解決！,2026,2026-W13,2026-03-23,2026-03-29,1,0,0,220,4,114,37,9,2026-03-29
